video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,author_handle_decoded,like_count,dataset_sources_lista,texto_original,emojis_extraidos,texto_limpio,idioma,longitud_palabras
is3Mk5oC19g,UgwxjmtBoAozs0ZUAcd4AaABAg,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@MarcosCarillo-b1r,UCdFlugHJJa4l3YqWuNRmvXw,Al que tienen que enjuiciar es al comparator por comparator obgwtos robados,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@MarcosCarillo-b1r,hace 1 día, ,1,/@MarcosCarillo-b1r,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",Al que tienen que enjuiciar es al comparator por comparator obgwtos robados,[],enjuiciar comparator comparator obgwto robado,es,5
is3Mk5oC19g,UgwxjmtBoAozs0ZUAcd4AaABAg.AaAbqoGVGipAaAjNG9oPRN,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@JoelReynoso-d4r,UCLh1Kde4_vI1sTZBkTNP7RQ,que?,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@JoelReynoso-d4r,hace 1 día, ,0,/@JoelReynoso-d4r,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",que?,[],,indeterminado,0
n8iP75gIpmw,UgwypjUeZBU45DrrW0d4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@thelmamoran8565,UCThW2XNsAaBKme5PUt7n-Zg,Yo no entiendo por qué están ahorita con todas estas cosas por qué no lo hacían cuando estaban los corruptos Alvaro Arzú Alan Rodríguez. La señora está evangélica que acaba de salir no entiendo por qué no les decían eso a ellos porque tiene que ser hasta ahora es tonto,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@thelmamoran8565,hace 2 años, ,0,/@thelmamoran8565,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Yo no entiendo por qué están ahorita con todas estas cosas por qué no lo hacían cuando estaban los corruptos Alvaro Arzú Alan Rodríguez. La señora está evangélica que acaba de salir no entiendo por qué no les decían eso a ellos porque tiene que ser hasta ahora es tonto,[],entender ahoritar todo cosa hacer corrupto alvaro arzú alan rodríguez señora evangélico acabar salir entender decir ser ahora tonto,es,19
n8iP75gIpmw,Ugwz_6qtdDTbTWEUQQ94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@maxwellsales885,UC6YSZqL0vEcI-niPKIMUGfw,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@maxwellsales885,hace 2 años,2,0,/@maxwellsales885,2,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",[],mismo creer sinverguenza pasar pija cómo sentir familia tener alguien mañoso mafioso vergüenza marido padre triste,es,16
n8iP75gIpmw,Ugx-G2kCu5aSwh3IR5l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@LE_A22,UCNBnKqWf4d-rS4HwJRQljmQ,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@LE_A22,hace 2 años,1,0,/@LE_A22,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",[],ir hablar gasto presidente carne bomba piscina salario exagerado aumento incluso nepotismo poder hablar regañar,es,15
06mFNPU0aB8,Ugx-cQ3Wf3whk_hssDR4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@elsalvador3605,UCO0zwwLWGyDgQmWPJ5Qrr1w,Por qué siempre tapan la cara de los delincuentes,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@elsalvador3605,hace 2 semanas,3,0,/@elsalvador3605,3,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",Por qué siempre tapan la cara de los delincuentes,[],siempre tapar cara delincuente,es,4
j43HgwYFKfk,Ugx-hH6Ysw9sdv3kHPN4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Silviazea,UCwjUvRseNtJoItylIyIez7Q,¡Fuera esa basura de mazariegos!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Silviazea,hace 1 año, ,0,/@Silviazea,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",¡Fuera esa basura de mazariegos!,[],basura mazariego,es,2
n8iP75gIpmw,Ugx1reCoIQcnK3ii2GR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SuperVictor2005,UCTwSut16JyAg3mX6LVUNGqA,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@SuperVictor2005,hace 2 años, ,0,/@SuperVictor2005,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten. Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",[],gastar pegar regalada ganar siempre pagar mismo sueldo dinero cualquiera empleado público admisible rata solo recetar megar gasto almuerzo mismo permitir bastar asi diputado pnc capital empleado público selecto privilegio naturaleza mientras costear transporte alimentación internet cosa propio sueldo dinero,es,40
n8iP75gIpmw,Ugx2ApaAMqe4ca4SCYx4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@guillermogonzalez5153,UCLggDc_a5HriXv7I1h02sOA,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@guillermogonzalez5153,hace 2 años,3,0,/@guillermogonzalez5153,3,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",[],habl cosa relevante irrelevante jajajajajar,es,5
n8iP75gIpmw,Ugx2LwWBVc3mFGJAinB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ManuelEdran,UC5H8ASmMC9WrURmzeB4ySog,Ya es calor...jejej,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ManuelEdran,hace 2 años,2,0,/@ManuelEdran,2,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Ya es calor...jejej,[],calor jejej,es,2
n8iP75gIpmw,Ugx2byJzZBZkDMQMUqV4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ricardofigueroa5720,UCwO2SXr0ggzwg6QWWrr01nQ,No se le cree nada a ese diputransa,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ricardofigueroa5720,hace 2 años,11,0,/@ricardofigueroa5720,11,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",No se le cree nada a ese diputransa,[],creer diputransa,es,2
j43HgwYFKfk,Ugx3uDgmZQhx3Z3VOzt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ingenieroar,UC816IGbFCZinfYS1LRDaaHg,mapa de poder USAC,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ingenieroar,hace 1 año,1,0,/@ingenieroar,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",mapa de poder USAC,[],mapa poder usac,pt,3
n8iP75gIpmw,Ugx3yIUZXGeiOVESIEl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@VICTOREST19,UC3qn1yJA5PeW9rkGPatQxiw,Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@VICTOREST19,hace 2 años,7,0,/@VICTOREST19,7,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,[],diputado mostrar factura decir bolsillo pagar,es,6
6W4u8sGEnGM,Ugx4dn4xlUl9Jp9QJeJ4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@elmilenial4064,UCaT4saRcyqCLE657Rq2hhZQ,Tio berny presidente 2032😁,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@elmilenial4064,hace 5 días (editado), ,0,/@elmilenial4064,0,"['youtube_guatemala_plus_comments.csv', 'youtube_lab_targets_small_comments.csv']",Tio berny presidente 2032😁,['😁'],tio berny presidente carar radiante ojo sonrient,pt,7
yLZS3JiEBg8,Ugx6Wjc02tqpQUBf4NJ4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rockyscarlet,UCc_F88PzGWtA1OPNUEASulA,Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rockyscarlet,hace 2 años, ,0,/@rockyscarlet,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,[],hipócrita ufm todavía alar milei primero hacer quitar todo traba impedir libre mercado,es,13
n8iP75gIpmw,Ugx74OPnWkWaFjpFuA94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@dorisl.garciaroche7763,UCErZPJpHmLCsXs8ZWkAUupQ,"Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@dorisl.garciaroche7763,hace 2 años,2,1,/@dorisl.garciaroche7763,2,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",[],si dar facilidad efectivo gasto tipo interesar seguir ser diputado estilo vida llamar atención ser diputado,es,16
n8iP75gIpmw,Ugx74OPnWkWaFjpFuA94AaABAg.A7ki-1ED5b2A7nIcG2_svP,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@HaroldoCastillo-rh9iw,UCFjudnPLoaSL1BaRuLahyHg,Cierto.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@HaroldoCastillo-rh9iw,hace 2 años,1,0,/@HaroldoCastillo-rh9iw,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Cierto.,[],cierto,indeterminado,1
lj983NWyAQY,Ugx7Gvgflw7nQKqoR094AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@arielsarc09,UCFOxCyF926Y9eHhMeVoWLzw,"De todo corazon espero que se cumplan todos estos proyectos por el bien de mi gente linda, Dios bendiga a Guatemala.",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@arielsarc09,hace 6 años (editado),3,0,/@arielsarc09,3,"['lj983NWyAQY_out_comments.csv', 'youtube_guatemala_plus_comments.csv']","De todo corazon espero que se cumplan todos estos proyectos por el bien de mi gente linda, Dios bendiga a Guatemala.",[],corazon esperar cumplir proyecto bien gente lindo dios bendigar guatemala,es,10
n8iP75gIpmw,Ugx7ezRwB-DpY3VQt754AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ManuelEdran,UC5H8ASmMC9WrURmzeB4ySog,Minusiosas pero a la larga se vuelve millonarios. . Paguen sus almuerzos no se aprovechen del pueblo... casaka.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ManuelEdran,hace 2 años,1,0,/@ManuelEdran,1,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Minusiosas pero a la larga se vuelve millonarios. . Paguen sus almuerzos no se aprovechen del pueblo... casaka.,[],minusiosa larga volver millonario pagar almuerzo aprovechar pueblo casaka,es,9
n8iP75gIpmw,Ugx7j6oWhgfonHPJCdR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@osmanmorales3012,UC72gBAtyb_VXQlYDcFrh6oQ,Para que participo si el reclama y que a echo por el pais nada,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@osmanmorales3012,hace 2 años,3,0,/@osmanmorales3012,3,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Para que participo si el reclama y que a echo por el pais nada,[],participar si reclama echo pais,es,5
n8iP75gIpmw,Ugx8FxDKPAY-M_JhRgd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@davidisraelesquitsaquil,UCi1b_TRQfgO1Z9O2gNGGWNA,"Ahora se destapo la CORRUPCION Q EXISTIA Y AHORA SE CONTAMINO despues de ampliacion ahora DEUDAS a la Comunidad Internacional por PRESTAMOS para carreteras, ademas CONCESIONES A AEROPUERTOS, PUERTOS, LAS MISMAS CARRETERAS, todos millonario, EUROBONOS, vender al pais y CANASTA BASICA A Q10,000 todo lo van hacer PERO ESE DINERO QUE OBTENGAN SERA REGALO DEL 👹👹👹 Xq DIOS dara justicia en su momento la JUSTICIA DE DIOS con sus hijitos sera IMPLACABLE y omnipotente🇬🇹🇬🇹🇬🇹🇬🇹",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@davidisraelesquitsaquil,hace 2 años, ,0,/@davidisraelesquitsaquil,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Ahora se destapo la CORRUPCION Q EXISTIA Y AHORA SE CONTAMINO despues de ampliacion ahora DEUDAS a la Comunidad Internacional por PRESTAMOS para carreteras, ademas CONCESIONES A AEROPUERTOS, PUERTOS, LAS MISMAS CARRETERAS, todos millonario, EUROBONOS, vender al pais y CANASTA BASICA A Q10,000 todo lo van hacer PERO ESE DINERO QUE OBTENGAN SERA REGALO DEL 👹👹👹 Xq DIOS dara justicia en su momento la JUSTICIA DE DIOS con sus hijitos sera IMPLACABLE y omnipotente🇬🇹🇬🇹🇬🇹🇬🇹","['👹', '👹', '👹', '🇬🇹', '🇬🇹', '🇬🇹', '🇬🇹']",ahora destapo corrupcion existia ahora contaminar despu ampliacion ahora deuda comunidad internacional prestamo carretera adema concesión aeropuertos puerto mismo carretera millonario eurobono vender pais canasta basico ir hacer dinero obtengar sera regalo demonio japonés oni demonio japonés oni demonio japonés oni xq dios dar justicia momento justicia dios hijito sero implacable omnipotente bandera guatemala bandera guatemala bandera guatemala bandera guatemala,es,60
WIUZtitfLRw,Ugx8vuWdqsWZslsS9R14AaABAg,Caminar en una ciudad hecha para carros,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hashojea7348,UCvcu1kR8xMYy_I1Ty-2mV2Q,Excelente nota,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@hashojea7348,hace 1 año, ,0,/@hashojea7348,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Excelente nota,[],excelente nota,indeterminado,2
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@rosadiaz6945,UCBlm80VQ4YoV3bUJR_XhkaQ,Miserables el departamento de seguridad de USA,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@rosadiaz6945,hace 1 día, ,3,/@rosadiaz6945,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",Miserables el departamento de seguridad de USA,[],miserable departamento seguridad usa,es,4
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaBaWPRQg7K,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,"There tired of fraud and corruption and lethal drugs. 
We AMERICANS HAVE VOTED!
you don't like our LAWS lezve!",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@eugeneramirez4405,hace 20 horas, ,0,/@eugeneramirez4405,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",There tired of fraud and corruption and lethal drugs.  We AMERICANS HAVE VOTED! you don't like our LAWS lezve!,[],therir tired of fraud and corruption and lethal drugs we americans have voted you don like our laws lezve,en,19
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCnVqXU5cy,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@rosadiaz6945,UCBlm80VQ4YoV3bUJR_XhkaQ,"​ @eugeneramirez4405 
Go away, there's no way to prove you're American.",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@rosadiaz6945,hace 9 horas, ,0,/@rosadiaz6945,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']","​ @eugeneramirez4405  Go away, there's no way to prove you're American.",[],eugeneramirez go away there way to prove you re americar,en,10
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCz3GqqPAJ,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,"​ @rosadiaz6945 
Sure 👌 
Whatever you say!",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@eugeneramirez4405,hace 7 horas, ,0,/@eugeneramirez4405,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",​ @rosadiaz6945  Sure 👌  Whatever you say!,['👌'],rosadiaz sure señal aprobación mano whatever you say,en,8
j43HgwYFKfk,UgxCKgaQSm13r2z9hFd4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quijotachapina1,UColMq7LmaoY3MT6aIDGrGvA,"Escuché que solo fingen que las reuniones son virtuales, pero las hacen en un hôtel y encima liquidan los gastos generados 😡",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@quijotachapina1,hace 1 año, ,0,/@quijotachapina1,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']","Escuché que solo fingen que las reuniones son virtuales, pero las hacen en un hôtel y encima liquidan los gastos generados 😡",['😡'],escuché solo fingen reunión virtual hacer tel encima liquidar gasto generado cara cabreado,es,13
OkXlHx0hx-8,UgxCT5F3jO763e2aO-t4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@DoraSalas-j5o,UCat2qkYvqmtDNEmo2PVuhXw,Dicen quelos van a mandar a africa cuidao paisas,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@DoraSalas-j5o,hace 1 día,1,0,/@DoraSalas-j5o,1,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",Dicen quelos van a mandar a africa cuidao paisas,[],decir quelo ir mandar africa cuidao paisa,es,7
lj983NWyAQY,UgxCjFHfuFk1jUGvoIB4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@TheAlexX_C,UCSTAUWVc1_82DHYeqOsqEFA,"Que bella es la Ciudad de Guatemala, unica en su clase. 
Saludos desde El Salvador 😸",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@TheAlexX_C,hace 7 años,191,2,/@TheAlexX_C,191,"['lj983NWyAQY_out_comments.csv', 'youtube_guatemala_plus_comments.csv']","Que bella es la Ciudad de Guatemala, unica en su clase.  Saludos desde El Salvador 😸",['😸'],bella ciudad guatemala unico clase saludo salvador gato sonreir ojo sonrient,es,11
yLZS3JiEBg8,UgxD16VX3BhREOtsuhJ4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@DenisRMC,UCcFIBN-rtC3d3hXeuN5TfWw,"Excelente explicación 
Te falto incluir la harina que al final es el mismo dueño de las pastas...eso se llama MONOPOLIO...y tiene nombre
Contra ellos no se puede..hasta este dueño del monopolio hasta apoyo al actual presidente..
Raro..??",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@DenisRMC,hace 2 años, ,0,/@DenisRMC,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Excelente explicación  Te falto incluir la harina que al final es el mismo dueño de las pastas...eso se llama MONOPOLIO...y tiene nombre Contra ellos no se puede..hasta este dueño del monopolio hasta apoyo al actual presidente.. Raro..??,[],excelente explicación faltar incluir harina final mismo dueño pasta llamar monopolio nombre poder dueño monopolio apoyo actual presidente raro,es,19
j43HgwYFKfk,UgxDBhcq11EK83DqrSZ4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@genarodelgado3929,UCV0lM03g5fg5pbPj97-sAtA,"Excelente nota prensa!!
Compartan esta información para esos estudiantes ineptos y puedan conocer la realidad!!",@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@genarodelgado3929,hace 1 año,1,0,/@genarodelgado3929,1,"['j43HgwYFKfk_out_comments.csv', 'quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",Excelente nota prensa!! Compartan esta información para esos estudiantes ineptos y puedan conocer la realidad!!,[],excelente nota prenso compartar información estudiante inepto poder conocer realidad,es,10
lj983NWyAQY,UgxDFo35bUo0APtZcd94AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@ChRiStOpHeR7969,UC_ljZ1hZXR9pzexFz87P5ZA,"balgame  DIOS   QUE  TAN  ATRASADOS  ESTAN   Y  CUANTO  TIEMPO  PARA  ESTAR  EN  LA  MODERNIDAD OJALA  Y  LO  LOGREN  ,  POR  CUANTOS  PRECIDENTES  TIENE  QUE  PASAR  Y  CONVENSER  PARA  QUE  ESTO  SEA  UNA  REALIDAD",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@ChRiStOpHeR7969,hace 4 años, ,0,/@ChRiStOpHeR7969,0,"['lj983NWyAQY_out_comments.csv', 'youtube_guatemala_plus_comments.csv']","balgame  DIOS   QUE  TAN  ATRASADOS  ESTAN   Y  CUANTO  TIEMPO  PARA  ESTAR  EN  LA  MODERNIDAD OJALA  Y  LO  LOGREN  ,  POR  CUANTOS  PRECIDENTES  TIENE  QUE  PASAR  Y  CONVENSER  PARA  QUE  ESTO  SEA  UNA  REALIDAD",[],balgame dios tanto atrasado estar cuanto tiempo modernidad ojala lograr cuanto precident pasar convenser realidad,pt,15
06mFNPU0aB8,UgxEE17R1iQyuDZebVF4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@jorgecifuentes-m5g,UCLXYp1Cvc5DLtq5UQL5D9vw,TransLadrones ?,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@jorgecifuentes-m5g,hace 2 semanas,3,1,/@jorgecifuentes-m5g,3,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",TransLadrones ?,[],transladrón,indeterminado,1
06mFNPU0aB8,UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@HonwayLee-z5g,UCfjhejO7LZy4doXURa7LZCQ,😂😂,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@HonwayLee-z5g,hace 2 semanas, ,0,/@HonwayLee-z5g,0,"['youtube_guatemala_comments.csv', 'youtube_guatemala_plus_comments.csv']",😂😂,"['😂', '😂']",cara llorar risa cara llorar risa,indeterminado,6
n8iP75gIpmw,UgxE_8DGgJmaHaV_WLJ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@romeolopezherrarte799,UCplrIQtaPj6au60_f2-mOYw,JAJAJAJA  SE METEN A HACER UN PROYECTO DE FERROCARRIL  A GUATEMALA LA DEJAN COMO ÁFRICA,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@romeolopezherrarte799,hace 2 años, ,0,/@romeolopezherrarte799,0,"['quorum_complete_comments.csv', 'youtube_guatemala_plus_comments.csv']",JAJAJAJA  SE METEN A HACER UN PROYECTO DE FERROCARRIL  A GUATEMALA LA DEJAN COMO ÁFRICA,[],jajajaja metar hacer proyecto ferrocarril guatemala dejar áfrica,es,8
